count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,runevent_romaji,scored_person_romaji,run_person_romaji
145,79.0,140.0,2025/3/10,6792.402464,5622.402465,1741574785,1.0,1.0,渡辺,Right,TOK,8,batter8,Right,國學院,6,Bottom,0,0,0,Slider,InPlay,Undefined,GroundBall,Double,0,0,,,0.698,0.04,101.531935,11.73433789,國學院,#ff0000,國學院,TOK,#217fc4,東大,國學院大G,A,春季オープン戦,Normal,,,,,Undefined,,,,"8,6","8,6",2506800145,右中2,,6790.0,https://youtu.be/ZA7E4wSWfDE&t=6790,,https://youtu.be/18LIP6AdgRM&t=0,杉浦,堀部,秋元,門田,青貝,竹山,酒井,大原,"batter1,batter2,batter3_3,batter4_2,batter5,batter6_2,batter7,batter8,batter9","酒井,堀部,門田,大原,杉浦,工藤,竹山,青貝,秋元","pos1_2,batter8,batter7,batter9,batter6_2,batter2,batter4_2,batter5,batter1","渡辺,杉浦,堀部,秋元,門田,青貝,竹山,酒井,大原","R,L,R,L,L,L,L,L,R,R","L,L,R,R,R,R,R,R,R,R","Koki, Watanabe","Kaito, Sugiura","Kohei, Horibe","Ryo, Akimoto","Ryohei, Kadota","Naomasa, Aogai","Naotaro, Takeyama","Suguru, Sakai","Kaiki, Ohara",,,,,,,,
146,80.0,141.0,2025/3/10,6844.087984,5674.087985,1741574837,2.0,1.0,渡辺,Right,TOK,9,batter9_2,Right,國學院,6,Bottom,0,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,109.0,0.91,-0.42,,,國學院,#ff0000,國學院,TOK,#217fc4,東大,國學院大G,A,春季オープン戦,Normal,2,,batter8,,Nothing,,,,,,2506800146,ボール,,6842.0,https://youtu.be/ZA7E4wSWfDE&t=6842,,https://youtu.be/18LIP6AdgRM&t=0,杉浦,堀部,秋元,門田,青貝,竹山,酒井,大原,"batter1,batter2,batter3_3,batter4_2,batter5,batter6_2,batter7,batter8,batter9_2","酒井,堀部,門田,大原,杉浦,工藤,竹山,青貝,秋元","pos1_2,batter8,batter7,batter9_2,batter6_2,batter2,batter4_2,batter5,batter1","渡辺,杉浦,堀部,秋元,門田,青貝,竹山,酒井,大原","R,L,R,L,L,L,L,L,R,R","L,L,R,R,R,R,R,R,R,R","Koki, Watanabe","Kaito, Sugiura","Kohei, Horibe","Ryo, Akimoto","Ryohei, Kadota","Naomasa, Aogai","Naotaro, Takeyama","Suguru, Sakai","Kaiki, Ohara",,,,,,,,
147,81.0,142.0,2025/3/10,6862.605139,5692.60514,1741574855,2.0,2.0,渡辺,Right,TOK,9,batter9_2,Right,國學院,6,Bottom,0,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.922,0.393,,,國學院,#ff0000,國學院,TOK,#217fc4,東大,國學院大G,A,春季オープン戦,Normal,2,,batter8,,Nothing,,,,,,2506800147,ボール,,6860.0,https://youtu.be/ZA7E4wSWfDE&t=6860,,https://youtu.be/18LIP6AdgRM&t=0,杉浦,堀部,秋元,門田,青貝,竹山,酒井,大原,"batter1,batter2,batter3_3,batter4_2,batter5,batter6_2,batter7,batter8,batter9_2","酒井,堀部,門田,大原,杉浦,工藤,竹山,青貝,秋元","pos1_2,batter8,batter7,batter9_2,batter6_2,batter2,batter4_2,batter5,batter1","渡辺,杉浦,堀部,秋元,門田,青貝,竹山,酒井,大原","R,L,R,L,L,L,L,L,R,R","L,L,R,R,R,R,R,R,R,R","Koki, Watanabe","Kaito, Sugiura","Kohei, Horibe","Ryo, Akimoto","Ryohei, Kadota","Naomasa, Aogai","Naotaro, Takeyama","Suguru, Sakai","Kaiki, Ohara",,,,,,,,
148,,,2025/3/10,6883.482721,5713.482722,1741574876,,,渡辺,Right,TOK,9,batter9_2,Right,國學院,6,Bottom,0,2,0,,,,,,0,0,,,,,,,國學院,#ff0000,國學院,TOK,#217fc4,東大,國學院大G,A,春季オープン戦,Normal,2,,batter8,,PickOff,,,,"1,6","1,6",2506800148,牽制,,6881.0,https://youtu.be/ZA7E4wSWfDE&t=6881,,https://youtu.be/18LIP6AdgRM&t=0,杉浦,堀部,秋元,門田,青貝,竹山,酒井,大原,"batter1,batter2,batter3_3,batter4_2,batter5,batter6_2,batter7,batter8,batter9_2","酒井,堀部,門田,大原,杉浦,工藤,竹山,青貝,秋元","pos1_2,batter8,batter7,batter9_2,batter6_2,batter2,batter4_2,batter5,batter1","渡辺,杉浦,堀部,秋元,門田,青貝,竹山,酒井,大原","R,L,R,L,L,L,L,L,R,R","L,L,R,R,R,R,R,R,R,R","Koki, Watanabe","Kaito, Sugiura","Kohei, Horibe","Ryo, Akimoto","Ryohei, Kadota","Naomasa, Aogai","Naotaro, Takeyama","Suguru, Sakai","Kaiki, Ohara",,,,,,,,
149,82.0,143.0,2025/3/10,6900.706461,5730.706462,1741574893,2.0,3.0,渡辺,Right,TOK,9,batter9_2,Right,國學院,6,Bottom,0,2,0,Fastball,HitByPitch,Undefined,Undefined,Undefined,0,0,,115.0,0.097,0.967,,,國學院,#ff0000,國學院,TOK,#217fc4,東大,國學院大G,A,春季オープン戦,Normal,2,,batter8,,Nothing,,,,,,2506800149,死球,,6898.0,https://youtu.be/ZA7E4wSWfDE&t=6898,,https://youtu.be/18LIP6AdgRM&t=0,杉浦,堀部,秋元,門田,青貝,竹山,酒井,大原,"batter1,batter2,batter3_3,batter4_2,batter5,batter6_2,batter7,batter8,batter9_2","酒井,堀部,門田,大原,杉浦,工藤,竹山,青貝,秋元","pos1_2,batter8,batter7,batter9_2,batter6_2,batter2,batter4_2,batter5,batter1","渡辺,杉浦,堀部,秋元,門田,青貝,竹山,酒井,大原","R,L,R,L,L,L,L,L,R,R","L,L,R,R,R,R,R,R,R,R","Koki, Watanabe","Kaito, Sugiura","Kohei, Horibe","Ryo, Akimoto","Ryohei, Kadota","Naomasa, Aogai","Naotaro, Takeyama","Suguru, Sakai","Kaiki, Ohara",,,,,,,,
150,83.0,144.0,2025/3/10,6956.520989,5786.52099,1741574949,3.0,1.0,渡辺,Right,TOK,1,batter1_2,Right,國學院,6,Bottom,0,0,0,Fastball,InPlay,Undefined,GroundBall,Single,0,0,,,0.63,0.28,56.3429551,27.77251177,國學院,#ff0000,國學院,TOK,#217fc4,東大,國學院大G,A,春季オープン戦,Normal,"1,2",batter9_2,batter8,,Undefined,,,,9,9,2506800150,右安,,6954.0,https://youtu.be/ZA7E4wSWfDE&t=6954,,https://youtu.be/18LIP6AdgRM&t=0,杉浦,堀部,秋元,門田,青貝,竹山,酒井,大原,"batter1_2,batter2,batter3_3,batter4_2,batter5,batter6_2,batter7,batter8,batter9_2","酒井,堀部,門田,大原,杉浦,工藤,竹山,青貝,秋元","pos1_2,batter8,batter7,batter9_2,batter6_2,batter2,batter4_2,batter5,batter1_2","渡辺,杉浦,堀部,秋元,門田,青貝,竹山,酒井,大原","R,R,R,L,L,L,L,L,R,R","L,L,R,R,R,R,R,R,R,R","Koki, Watanabe","Kaito, Sugiura","Kohei, Horibe","Ryo, Akimoto","Ryohei, Kadota","Naomasa, Aogai","Naotaro, Takeyama","Suguru, Sakai","Kaiki, Ohara",,,,,,,,
151,84.0,145.0,2025/3/10,7013.890778,5843.890779,1741575007,4.0,1.0,渡辺,Right,TOK,2,batter2_2,Right,國學院,6,Bottom,0,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,112.0,0.518,-0.427,,,國學院,#ff0000,國學院,TOK,#217fc4,東大,國學院大G,A,春季オープン戦,Normal,"1,2,3",batter1_2,batter9_2,batter8,Nothing,,,,,,2506800151,ボール,,7011.0,https://youtu.be/ZA7E4wSWfDE&t=7011,,https://youtu.be/18LIP6AdgRM&t=0,杉浦,堀部,秋元,門田,青貝,竹山,酒井,大原,"batter1_2,batter2,batter3_3,batter4_2,batter5,batter6_2,batter7,batter8,batter9_2","酒井,堀部,門田,大原,杉浦,工藤,竹山,青貝,秋元","pos1_2,batter8,batter7,batter9_2,batter6_2,batter2,batter4_2,batter5,batter1_2","渡辺,杉浦,堀部,秋元,門田,青貝,竹山,酒井,大原","R,R,R,L,L,L,L,L,R,R","L,L,R,R,R,R,R,R,R,R","Koki, Watanabe","Kaito, Sugiura","Kohei, Horibe","Ryo, Akimoto","Ryohei, Kadota","Naomasa, Aogai","Naotaro, Takeyama","Suguru, Sakai","Kaiki, Ohara",,,,,,,,
152,85.0,146.0,2025/3/10,7031.740777,5861.740778,1741575025,4.0,2.0,渡辺,Right,TOK,2,batter2_2,Right,國學院,6,Bottom,0,1,0,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,,0.494,0.307,34.20429986,-77.04241991,國學院,#ff0000,國學院,TOK,#217fc4,東大,國學院大G,A,春季オープン戦,Normal,"1,2,3",batter1_2,batter9_2,batter8,Undefined,,,,,,2506800152,ファール,,7029.0,https://youtu.be/ZA7E4wSWfDE&t=7029,,https://youtu.be/18LIP6AdgRM&t=0,杉浦,堀部,秋元,門田,青貝,竹山,酒井,大原,"batter1_2,batter2,batter3_3,batter4_2,batter5,batter6_2,batter7,batter8,batter9_2","酒井,堀部,門田,大原,杉浦,工藤,竹山,青貝,秋元","pos1_2,batter8,batter7,batter9_2,batter6_2,batter2,batter4_2,batter5,batter1_2","渡辺,杉浦,堀部,秋元,門田,青貝,竹山,酒井,大原","R,R,R,L,L,L,L,L,R,R","L,L,R,R,R,R,R,R,R,R","Koki, Watanabe","Kaito, Sugiura","Kohei, Horibe","Ryo, Akimoto","Ryohei, Kadota","Naomasa, Aogai","Naotaro, Takeyama","Suguru, Sakai","Kaiki, Ohara",,,,,,,,
153,86.0,147.0,2025/3/10,7058.255223,5888.255224,1741575051,4.0,3.0,渡辺,Right,TOK,2,batter2_2,Right,國學院,6,Bottom,0,1,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.21,0.224,,,國學院,#ff0000,國學院,TOK,#217fc4,東大,國學院大G,A,春季オープン戦,Normal,"1,2,3",batter1_2,batter9_2,batter8,Nothing,,,,,,2506800153,ボール,,7056.0,https://youtu.be/ZA7E4wSWfDE&t=7056,,https://youtu.be/18LIP6AdgRM&t=0,杉浦,堀部,秋元,門田,青貝,竹山,酒井,大原,"batter1_2,batter2_2,batter3_3,batter4_2,batter5,batter6_2,batter7,batter8,batter9_2","酒井,堀部,門田,大原,杉浦,工藤,竹山,青貝,秋元","pos1_2,batter8,batter7,batter9_2,batter6_2,batter2_2,batter4_2,batter5,batter1_2","渡辺,杉浦,堀部,秋元,門田,青貝,竹山,酒井,大原","R,R,R,L,L,L,L,L,R,R","L,L,R,R,R,R,R,R,R,R","Koki, Watanabe","Kaito, Sugiura","Kohei, Horibe","Ryo, Akimoto","Ryohei, Kadota","Naomasa, Aogai","Naotaro, Takeyama","Suguru, Sakai","Kaiki, Ohara",,,,,,,,
154,87.0,148.0,2025/3/10,7079.572681,5909.572682,1741575072,4.0,4.0,渡辺,Right,TOK,2,batter2_2,Right,國學院,6,Bottom,0,2,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,113.0,0.197,0.413,,,國學院,#ff0000,國學院,TOK,#217fc4,東大,國學院大G,A,春季オープン戦,Normal,"1,2,3",batter1_2,batter9_2,batter8,Nothing,,,,,,2506800154,ボール,,7077.0,https://youtu.be/ZA7E4wSWfDE&t=7077,,https://youtu.be/18LIP6AdgRM&t=0,杉浦,堀部,秋元,門田,青貝,竹山,酒井,大原,"batter1_2,batter2_2,batter3_3,batter4_2,batter5,batter6_2,batter7,batter8,batter9_2","酒井,堀部,門田,大原,杉浦,工藤,竹山,青貝,秋元","pos1_2,batter8,batter7,batter9_2,batter6_2,batter2_2,batter4_2,batter5,batter1_2","渡辺,杉浦,堀部,秋元,門田,青貝,竹山,酒井,大原","R,R,R,L,L,L,L,L,R,R","L,L,R,R,R,R,R,R,R,R","Koki, Watanabe","Kaito, Sugiura","Kohei, Horibe","Ryo, Akimoto","Ryohei, Kadota","Naomasa, Aogai","Naotaro, Takeyama","Suguru, Sakai","Kaiki, Ohara",,,,,,,,
155,88.0,149.0,2025/3/10,7105.038565,5935.038566,1741575098,4.0,5.0,渡辺,Right,TOK,2,batter2_2,Right,國學院,6,Bottom,0,3,1,Fastball,InPlay,Undefined,FlyBall,Out,1,0,,117.0,0.586,0.136,72.14183802,21.84491425,國學院,#ff0000,國學院,TOK,#217fc4,東大,國學院大G,A,春季オープン戦,Normal,"1,2,3",batter1_2,batter9_2,batter8,Undefined,,,,9,9,2506800155,右飛,,7103.0,https://youtu.be/ZA7E4wSWfDE&t=7103,,https://youtu.be/18LIP6AdgRM&t=0,杉浦,堀部,秋元,門田,青貝,竹山,酒井,大原,"batter1_2,batter2_2,batter3_3,batter4_2,batter5,batter6_2,batter7,batter8,batter9_2","酒井,堀部,門田,大原,杉浦,工藤,竹山,青貝,秋元","pos1_2,batter8,batter7,batter9_2,batter6_2,batter2_2,batter4_2,batter5,batter1_2","渡辺,杉浦,堀部,秋元,門田,青貝,竹山,酒井,大原","R,R,R,L,L,L,L,L,R,R","L,L,R,R,R,R,R,R,R,R","Koki, Watanabe","Kaito, Sugiura","Kohei, Horibe","Ryo, Akimoto","Ryohei, Kadota","Naomasa, Aogai","Naotaro, Takeyama","Suguru, Sakai","Kaiki, Ohara",,,,,,,,
156,89.0,150.0,2025/3/10,7154.872102,5984.872103,1741575148,5.0,1.0,渡辺,Right,TOK,3,batter3_3,Right,國學院,6,Bottom,1,0,0,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,117.0,0.846,0.296,,,國學院,#ff0000,國學院,TOK,#217fc4,東大,國學院大G,A,春季オープン戦,Normal,"1,2,3",batter1_2,batter9_2,batter8,Nothing,,,,,,2506800156,空振り,,7152.0,https://youtu.be/ZA7E4wSWfDE&t=7152,,https://youtu.be/18LIP6AdgRM&t=0,杉浦,堀部,秋元,門田,青貝,竹山,酒井,大原,"batter1_2,batter2_2,batter3_3,batter4_2,batter5,batter6_2,batter7,batter8,batter9_2","酒井,堀部,門田,大原,杉浦,工藤,竹山,青貝,秋元","pos1_2,batter8,batter7,batter9_2,batter6_2,batter2_2,batter4_2,batter5,batter1_2","渡辺,杉浦,堀部,秋元,門田,青貝,竹山,酒井,大原","R,R,R,R,L,L,L,L,R,R","L,L,R,R,R,R,R,R,R,R","Koki, Watanabe","Kaito, Sugiura","Kohei, Horibe","Ryo, Akimoto","Ryohei, Kadota","Naomasa, Aogai","Naotaro, Takeyama","Suguru, Sakai","Kaiki, Ohara",,,,,,,,
157,90.0,151.0,2025/3/10,7189.638814,6019.638815,1741575182,5.0,2.0,渡辺,Right,TOK,3,batter3_3,Right,國學院,6,Bottom,1,0,1,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,112.0,0.902,0.088,,,國學院,#ff0000,國學院,TOK,#217fc4,東大,國學院大G,A,春季オープン戦,Normal,"1,2,3",batter1_2,batter9_2,batter8,Nothing,,,,,,2506800157,空振り,,7187.0,https://youtu.be/ZA7E4wSWfDE&t=7187,,https://youtu.be/18LIP6AdgRM&t=0,杉浦,堀部,秋元,門田,青貝,竹山,酒井,大原,"batter1_2,batter2_2,batter3_3,batter4_2,batter5,batter6_2,batter7,batter8,batter9_2","酒井,堀部,門田,大原,杉浦,工藤,竹山,青貝,秋元","pos1_2,batter8,batter7,batter9_2,batter6_2,batter2_2,batter4_2,batter5,batter1_2","渡辺,杉浦,堀部,秋元,門田,青貝,竹山,酒井,大原","R,R,R,R,L,L,L,L,R,R","L,L,R,R,R,R,R,R,R,R","Koki, Watanabe","Kaito, Sugiura","Kohei, Horibe","Ryo, Akimoto","Ryohei, Kadota","Naomasa, Aogai","Naotaro, Takeyama","Suguru, Sakai","Kaiki, Ohara",,,,,,,,
158,91.0,152.0,2025/3/10,7217.505176,6047.505178,1741575210,5.0,3.0,渡辺,Right,TOK,3,batter3_3,Right,國學院,6,Bottom,1,0,2,Sinker,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,,0.498,0.044,,,國學院,#ff0000,國學院,TOK,#217fc4,東大,國學院大G,A,春季オープン戦,Normal,"1,2,3",batter1_2,batter9_2,batter8,Nothing,,,,,,2506800158,空三振,,7215.0,https://youtu.be/ZA7E4wSWfDE&t=7215,,https://youtu.be/18LIP6AdgRM&t=0,杉浦,堀部,秋元,門田,青貝,竹山,酒井,大原,"batter1_2,batter2_2,batter3_3,batter4_2,batter5,batter6_2,batter7,batter8,batter9_2","酒井,堀部,門田,大原,杉浦,工藤,竹山,青貝,秋元","pos1_2,batter8,batter7,batter9_2,batter6_2,batter2_2,batter4_2,batter5,batter1_2","渡辺,杉浦,堀部,秋元,門田,青貝,竹山,酒井,大原","R,R,R,R,L,L,L,L,R,R","L,L,R,R,R,R,R,R,R,R","Koki, Watanabe","Kaito, Sugiura","Kohei, Horibe","Ryo, Akimoto","Ryohei, Kadota","Naomasa, Aogai","Naotaro, Takeyama","Suguru, Sakai","Kaiki, Ohara",,,,,,,,
159,92.0,153.0,2025/3/10,7252.6235,6082.623501,1741575245,6.0,1.0,渡辺,Right,TOK,4,batter4_2,Left,國學院,6,Bottom,2,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,115.0,0.323,0.136,,,國學院,#ff0000,國學院,TOK,#217fc4,東大,國學院大G,A,春季オープン戦,Normal,"1,2,3",batter1_2,batter9_2,batter8,Nothing,,,,,,2506800159,ボール,,7250.0,https://youtu.be/ZA7E4wSWfDE&t=7250,,https://youtu.be/18LIP6AdgRM&t=0,杉浦,堀部,秋元,門田,青貝,竹山,酒井,大原,"batter1_2,batter2_2,batter3_3,batter4_2,batter5,batter6_2,batter7,batter8,batter9_2","酒井,堀部,門田,大原,杉浦,工藤,竹山,青貝,秋元","pos1_2,batter8,batter7,batter9_2,batter6_2,batter2_2,batter4_2,batter5,batter1_2","渡辺,杉浦,堀部,秋元,門田,青貝,竹山,酒井,大原","R,R,R,R,L,L,L,L,R,R","L,L,R,R,R,R,R,R,R,R","Koki, Watanabe","Kaito, Sugiura","Kohei, Horibe","Ryo, Akimoto","Ryohei, Kadota","Naomasa, Aogai","Naotaro, Takeyama","Suguru, Sakai","Kaiki, Ohara",,,,,,,,
160,93.0,154.0,2025/3/10,7271.777212,6101.777213,1741575265,6.0,2.0,渡辺,Right,TOK,4,batter4_2,Left,國學院,6,Bottom,2,1,0,Fastball,InPlay,Undefined,FlyBall,Out,1,0,,121.0,0.61,0.156,81.49818426,-38.23876149,國學院,#ff0000,國學院,TOK,#217fc4,東大,國學院大G,A,春季オープン戦,Normal,"1,2,3",batter1_2,batter9_2,batter8,Undefined,,,,7,7,2506800160,左飛,,7269.0,https://youtu.be/ZA7E4wSWfDE&t=7269,,https://youtu.be/18LIP6AdgRM&t=0,杉浦,堀部,秋元,門田,青貝,竹山,酒井,大原,"batter1_2,batter2_2,batter3_3,batter4_2,batter5,batter6_2,batter7,batter8,batter9_2","酒井,堀部,門田,大原,杉浦,工藤,竹山,青貝,秋元","pos1_2,batter8,batter7,batter9_2,batter6_2,batter2_2,batter4_2,batter5,batter1_2","渡辺,杉浦,堀部,秋元,門田,青貝,竹山,酒井,大原","R,R,R,R,L,L,L,L,R,R","L,L,R,R,R,R,R,R,R,R","Koki, Watanabe","Kaito, Sugiura","Kohei, Horibe","Ryo, Akimoto","Ryohei, Kadota","Naomasa, Aogai","Naotaro, Takeyama","Suguru, Sakai","Kaiki, Ohara",,,,,,,,
161,13.0,155.0,2025/3/10,7388.109558,6218.109559,1741575381,1.0,1.0,pos1_2,Left,國學院,2,堀部,Right,TOK,7,Top,0,0,0,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.518,-0.056,,,國學院,#ff0000,國學院,TOK,#217fc4,東大,國學院大G,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2506800161,見逃し,,7386.0,https://youtu.be/ZA7E4wSWfDE&t=7386,,https://youtu.be/18LIP6AdgRM&t=0,batter8,batter7,batter9_2,batter6_2,batter2_2,batter4_2,batter5,batter1_2,"batter1_2,batter2_2,batter3_3,batter4_2,batter5,batter6_2,batter7,batter8,batter9_2","酒井,堀部,門田,大原,杉浦,工藤,竹山,青貝,秋元","pos1_2,batter8,batter7,batter9_2,batter6_2,batter2_2,batter4_2,batter5,batter1_2","渡辺,杉浦,堀部,秋元,門田,青貝,竹山,酒井,大原","R,R,R,R,L,L,L,L,R,R","L,L,R,R,R,R,R,R,R,R",,,,,,,,,,,"Kohei, Horibe",,,,,,
162,14.0,156.0,2025/3/10,7399.107623,6229.107624,1741575392,1.0,2.0,pos1_2,Left,國學院,2,堀部,Right,TOK,7,Top,0,0,1,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.614,0.228,,,國學院,#ff0000,國學院,TOK,#217fc4,東大,國學院大G,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2506800162,見逃し,,7397.0,https://youtu.be/ZA7E4wSWfDE&t=7397,,https://youtu.be/18LIP6AdgRM&t=0,batter8,batter7,batter9_2,batter6_2,batter2_2,batter4_2,batter5,batter1_2,"batter1_2,batter2_2,batter3_3,batter4_2,batter5,batter6_2,batter7,batter8,batter9_2","酒井,堀部,門田,大原,杉浦,工藤,竹山,青貝,秋元","pos1_2,batter8,batter7,batter9_2,batter6_2,batter2_2,batter4_2,batter5,batter1_2","渡辺,杉浦,堀部,秋元,門田,青貝,竹山,酒井,大原","R,R,R,R,L,L,L,L,R,R","L,L,R,R,R,R,R,R,R,R",,,,,,,,,,,"Kohei, Horibe",,,,,,
163,15.0,157.0,2025/3/10,7414.408521,6244.408522,1741575407,1.0,3.0,pos1_2,Left,國學院,2,堀部,Right,TOK,7,Top,0,0,2,Fastball,InPlay,Undefined,FlyBall,Out,1,0,,130.0,0.842,0.096,87.80903805,3.852485407,國學院,#ff0000,國學院,TOK,#217fc4,東大,國學院大G,A,春季オープン戦,Normal,,,,,Undefined,,,,8,8,2506800163,中飛,,7412.0,https://youtu.be/ZA7E4wSWfDE&t=7412,,https://youtu.be/18LIP6AdgRM&t=0,batter8,batter7,batter9_2,batter6_2,batter2_2,batter4_2,batter5,batter1_2,"batter1_2,batter2_2,batter3_3,batter4_2,batter5,batter6_2,batter7,batter8,batter9_2","酒井,堀部,門田,大原,杉浦,工藤,竹山,青貝,秋元","pos1_2,batter8,batter7,batter9_2,batter6_2,batter2_2,batter4_2,batter5,batter1_2","渡辺,杉浦,堀部,秋元,門田,青貝,竹山,酒井,大原","R,R,R,R,L,L,L,L,R,R","L,L,R,R,R,R,R,R,R,R",,,,,,,,,,,"Kohei, Horibe",,,,,,
164,16.0,158.0,2025/3/10,7446.858488,6276.858489,1741575440,2.0,1.0,pos1_2,Left,國學院,3,門田,Right,TOK,7,Top,1,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.19,-0.064,,,國學院,#ff0000,國學院,TOK,#217fc4,東大,國學院大G,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2506800164,ボール,,7444.0,https://youtu.be/ZA7E4wSWfDE&t=7444,,https://youtu.be/18LIP6AdgRM&t=0,batter8,batter7,batter9_2,batter6_2,batter2_2,batter4_2,batter5,batter1_2,"batter1_2,batter2_2,batter3_3,batter4_2,batter5,batter6_2,batter7,batter8,batter9_2","酒井,堀部,門田,大原,杉浦,工藤,竹山,青貝,秋元","pos1_2,batter8,batter7,batter9_2,batter6_2,batter2_2,batter4_2,batter5,batter1_2","渡辺,杉浦,堀部,秋元,門田,青貝,竹山,酒井,大原","R,R,R,R,L,L,L,L,R,R","L,L,R,R,R,R,R,R,R,R",,,,,,,,,,,"Ryohei, Kadota",,,,,,
165,17.0,159.0,2025/3/10,7458.35849,6288.358491,1741575451,2.0,2.0,pos1_2,Left,國學院,3,門田,Right,TOK,7,Top,1,1,0,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.53,-0.252,,,國學院,#ff0000,國學院,TOK,#217fc4,東大,國學院大G,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2506800165,見逃し,,7456.0,https://youtu.be/ZA7E4wSWfDE&t=7456,,https://youtu.be/18LIP6AdgRM&t=0,batter8,batter7,batter9_2,batter6_2,batter2_2,batter4_2,batter5,batter1_2,"batter1_2,batter2_2,batter3_3,batter4_2,batter5,batter6_2,batter7,batter8,batter9_2","酒井,堀部,門田,大原,杉浦,工藤,竹山,青貝,秋元","pos1_2,batter8,batter7,batter9_2,batter6_2,batter2_2,batter4_2,batter5,batter1_2","渡辺,杉浦,堀部,秋元,門田,青貝,竹山,酒井,大原","R,R,R,R,L,L,L,L,R,R","L,L,R,R,R,R,R,R,R,R",,,,,,,,,,,"Ryohei, Kadota",,,,,,
166,18.0,160.0,2025/3/10,7469.975591,6299.975592,1741575463,2.0,3.0,pos1_2,Left,國學院,3,門田,Right,TOK,7,Top,1,1,1,Curveball,FoulBall,Undefined,FlyBall,Undefined,0,0,,,0.722,-0.116,49.22100947,64.81715252,國學院,#ff0000,國學院,TOK,#217fc4,東大,國學院大G,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2506800166,ファール,,7467.0,https://youtu.be/ZA7E4wSWfDE&t=7467,,https://youtu.be/18LIP6AdgRM&t=0,batter8,batter7,batter9_2,batter6_2,batter2_2,batter4_2,batter5,batter1_2,"batter1_2,batter2_2,batter3_3,batter4_2,batter5,batter6_2,batter7,batter8,batter9_2","酒井,堀部,門田,大原,杉浦,工藤,竹山,青貝,秋元","pos1_2,batter8,batter7,batter9_2,batter6_2,batter2_2,batter4_2,batter5,batter1_2","渡辺,杉浦,堀部,秋元,門田,青貝,竹山,酒井,大原","R,R,R,R,L,L,L,L,R,R","L,L,R,R,R,R,R,R,R,R",,,,,,,,,,,"Ryohei, Kadota",,,,,,
167,19.0,161.0,2025/3/10,7486.159517,6316.159518,1741575479,2.0,4.0,pos1_2,Left,國學院,3,門田,Right,TOK,7,Top,1,1,2,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,,121.0,0.618,-0.4,,,國學院,#ff0000,國學院,TOK,#217fc4,東大,國學院大G,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2506800167,ボール,,7484.0,https://youtu.be/ZA7E4wSWfDE&t=7484,,https://youtu.be/18LIP6AdgRM&t=0,batter8,batter7,batter9_2,batter6_2,batter2_2,batter4_2,batter5,batter1_2,"batter1_2,batter2_2,batter3_3,batter4_2,batter5,batter6_2,batter7,batter8,batter9_2","酒井,堀部,門田,大原,杉浦,工藤,竹山,青貝,秋元","pos1_2,batter8,batter7,batter9_2,batter6_2,batter2_2,batter4_2,batter5,batter1_2","渡辺,杉浦,堀部,秋元,門田,青貝,竹山,酒井,大原","R,R,R,R,L,L,L,L,R,R","L,L,R,R,R,R,R,R,R,R",,,,,,,,,,,"Ryohei, Kadota",,,,,,
